# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = binomial_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = binomial_4.data.R
# init = 2 (Default)
# random
#   seed = 592047043
# output
#   file = binomial_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,thetaprior
# Adaptation terminated
# Step size = 0.874952
# Diagonal elements of inverse mass matrix:
# 0.128228, 2.88946
-25.8554,0.91171,0.874952,2,3,0,26.448,0.640125,0.587051
-25.8969,0.994409,0.874952,2,3,0,25.91,0.687313,0.42411
-26.3946,0.859823,0.874952,2,3,0,26.7308,0.613748,0.202342
-26.7952,0.977327,0.874952,2,7,0,27.0623,0.63047,0.88967
-26.5887,0.982669,0.874952,2,3,0,27.3696,0.70471,0.165005
-26.6587,0.997343,0.874952,2,3,0,26.7546,0.598094,0.830054
-26.6963,0.854181,0.874952,2,3,0,28.1261,0.737057,0.760657
-27.5618,0.859236,0.874952,1,1,0,27.6266,0.777242,0.772896
-27.5618,0.823906,0.874952,1,1,0,28.6769,0.777242,0.772896
-25.9902,0.998961,0.874952,2,3,0,27.58,0.701058,0.418102
-26.2935,0.785608,0.874952,2,3,0,27.1483,0.618916,0.778358
-26.3961,0.843472,0.874952,2,3,0,28.0357,0.696142,0.805995
-26.7232,0.737077,0.874952,1,3,0,28.514,0.639681,0.115187
-27.1033,0.978719,0.874952,2,3,0,27.388,0.710291,0.904166
-25.8206,0.965456,0.874952,1,3,0,27.2198,0.647969,0.559108
-26.1278,0.940293,0.874952,1,3,0,26.2027,0.593865,0.501359
-26.9326,0.744914,0.874952,2,3,0,27.6847,0.645278,0.0894976
-26.8981,0.85121,0.874952,2,7,0,28.4409,0.758616,0.326987
-25.8866,0.984484,0.874952,2,3,0,26.9815,0.683053,0.590764
-26.1659,0.971725,0.874952,2,7,0,26.1826,0.591273,0.446527
-25.8844,0.69529,0.874952,2,3,0,29.0673,0.68695,0.556153
-25.8846,0.999767,0.874952,2,3,0,25.9036,0.629275,0.431806
-28.6983,0.460282,0.874952,1,3,0,29.828,0.523419,0.940264
-31.3585,0.828481,0.874952,4,15,0,31.8251,0.808795,0.989275
-26.943,0.901914,0.874952,2,5,0,32.2758,0.764481,0.605096
-27.715,0.863643,0.874952,1,1,0,27.7876,0.785545,0.746617
-28.2975,0.959023,0.874952,2,3,0,28.7475,0.492781,0.214557
-29.2084,0.936163,0.874952,2,3,0,29.6703,0.450614,0.340645
-28.5838,1,0.874952,2,3,0,29.7093,0.488558,0.169716
-25.8788,1,0.874952,2,3,0,28.6397,0.648108,0.367793
-27.8454,0.668118,0.874952,2,3,0,27.8491,0.709711,0.957138
-27.1951,1,0.874952,2,3,0,28.6677,0.553294,0.822085
-26.6344,1,0.874952,2,3,0,27.2907,0.555927,0.565276
-26.1906,0.854674,0.874952,2,3,0,28.3388,0.72206,0.432236
-27.1524,0.810782,0.874952,2,3,0,27.7117,0.741861,0.854042
-26.0336,0.995715,0.874952,2,3,0,27.0673,0.605647,0.559525
-25.9773,1,0.874952,2,3,0,26.0721,0.7003,0.429301
-25.8945,0.965861,0.874952,1,3,0,26.313,0.625215,0.545849
-27.2376,0.750379,0.874952,2,3,0,27.3748,0.750008,0.843239
-27.6703,1,0.874952,2,3,0,28.7,0.786531,0.284496
-27.8505,0.89248,0.874952,3,15,0,29.1779,0.637914,0.965624
-25.8943,1,0.874952,2,3,0,27.4039,0.685539,0.414554
-27.7913,0.812923,0.874952,2,3,0,27.9874,0.504192,0.30518
-27.1998,0.980371,0.874952,2,7,0,28.7991,0.668754,0.933383
-25.7993,0.988639,0.874952,1,3,0,27.3857,0.661181,0.498573
-26.7016,0.775191,0.874952,1,3,0,27.0161,0.595315,0.833438
-26.667,1,0.874952,2,7,0,26.7353,0.711267,0.161374
-26.2364,0.918475,0.874952,2,3,0,27.9196,0.591162,0.360733
-25.8882,1,0.874952,2,3,0,26.204,0.664118,0.644003
-25.8882,0.333856,0.874952,1,3,0,30.8251,0.664118,0.644003
-25.924,0.91865,0.874952,2,3,0,26.5961,0.631672,0.370946
-27.2949,0.81921,0.874952,2,3,0,27.5111,0.769607,0.253644
-27.2856,0.993293,0.874952,2,3,0,27.4888,0.532882,0.742318
-27.8677,0.843796,0.874952,2,3,0,28.8495,0.681863,0.0343553
-26.0404,1,0.874952,2,3,0,27.5661,0.604479,0.552745
-26.0383,0.998183,0.874952,2,3,0,26.1651,0.707421,0.427004
-26.0442,0.994885,0.874952,2,3,0,26.1896,0.681478,0.288171
-26.245,0.934517,0.874952,2,3,0,26.6375,0.649196,0.201594
-26.2533,0.999434,0.874952,2,3,0,26.2654,0.671056,0.798355
-26.2533,0.509348,0.874952,2,3,0,29.6198,0.671056,0.798355
-26.4942,0.932796,0.874952,2,3,0,27.0019,0.742078,0.591529
-26.1383,1,0.874952,1,1,0,26.4362,0.719128,0.515721
-26.0549,0.815648,0.874952,2,3,0,27.3841,0.624816,0.304057
-26.0083,0.967559,0.874952,2,3,0,26.4308,0.637532,0.299349
-26.0829,0.959903,0.874952,2,3,0,26.4431,0.658078,0.251191
-25.8549,0.929605,0.874952,2,3,0,26.6542,0.662318,0.615621
-25.9221,0.90312,0.874952,2,3,0,26.5892,0.688551,0.398765
-26.8643,0.651073,0.874952,2,3,0,28.1293,0.623693,0.106008
-26.6324,1,0.874952,2,3,0,27.0373,0.694382,0.85776
-27.4881,0.878943,0.874952,2,3,0,29.0317,0.592049,0.0702862
-27.0918,0.947214,0.874952,2,3,0,28.6841,0.529383,0.539421
-26.9645,0.582807,0.874952,1,3,0,30.8417,0.767379,0.491087
-25.8477,1,0.874952,2,3,0,26.92,0.681133,0.474051
-26.9995,0.788226,0.874952,1,3,0,27.2779,0.761615,0.695051
-26.9956,0.708751,0.874952,2,7,0,29.8652,0.626835,0.0897971
-27.3693,0.735022,0.874952,1,3,0,30.5811,0.763883,0.809943
-27.1351,0.975624,0.874952,2,3,0,27.8882,0.529003,0.398517
-25.844,0.983156,0.874952,1,3,0,27.1818,0.646975,0.406336
