# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = binomial_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = binomial_4.data.R
# init = 2 (Default)
# random
#   seed = 2159010666
# output
#   file = binomial_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,thetaprior
# Adaptation terminated
# Step size = 0.928271
# Diagonal elements of inverse mass matrix:
# 0.0324813, 3.64464
-93.4774,0.856177,0.928271,2,3,0,94.7739,0.619714,0.0872854
-94.4797,0.795022,0.928271,2,3,0,96.1762,0.703172,0.483911
-94.7476,0.940568,0.928271,2,3,0,95.4804,0.528083,0.597915
-94.1846,0.823104,0.928271,2,3,0,96.1632,0.592746,0.948442
-93.6811,0.888192,0.928271,2,3,0,94.5975,0.606064,0.0745153
-94.5196,0.932967,0.928271,2,3,0,96.2923,0.64934,0.962588
-92.6749,0.851231,0.928271,2,3,0,94.2432,0.647627,0.669286
-93.8101,0.674767,0.928271,2,3,0,94.7896,0.568128,0.855383
-92.8024,0.912761,0.928271,2,3,0,94.6351,0.582204,0.386346
-92.9448,0.876856,0.928271,2,3,0,93.7441,0.593965,0.79016
-92.661,0.998049,0.928271,1,3,0,92.9703,0.61224,0.757383
-92.4322,0.91,0.928271,2,3,0,93.3293,0.637682,0.447707
-93.7258,0.605131,0.928271,2,3,0,93.9369,0.63163,0.0692559
-96.142,0.887966,0.928271,2,3,0,96.4987,0.680947,0.982696
-94.6633,1,0.928271,2,3,0,96.0408,0.655397,0.963619
-96.1257,1,0.928271,2,3,0,96.6044,0.584337,0.00823776
-95.5622,1,0.928271,1,1,0,96.3168,0.589759,0.0131297
-93.1053,1,0.928271,2,7,0,94.9495,0.660848,0.747622
-92.7064,1,0.928271,2,3,0,93.0734,0.610377,0.230396
-92.4326,1,0.928271,1,1,0,92.6255,0.611484,0.364964
-92.5395,0.772269,0.928271,2,3,0,93.5986,0.625589,0.711983
-92.806,0.944609,0.928271,2,3,0,93.0939,0.58381,0.647129
-93.2161,0.864343,0.928271,2,3,0,93.5181,0.585761,0.177048
