# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = binomial_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = binomial_4.data.R
# init = 2 (Default)
# random
#   seed = 1998702782
# output
#   file = binomial_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,thetaprior
# Adaptation terminated
# Step size = 0.905161
# Diagonal elements of inverse mass matrix:
# 0.00102363, 3.26422
-2880.17,0.959289,0.905161,2,3,0,2881,0.69042,0.0561837
-2878.98,1,0.905161,2,3,0,2880.68,0.680705,0.137935
-2878.97,0.939303,0.905161,2,3,0,2879.97,0.69068,0.242222
-2878.57,1,0.905161,2,3,0,2878.93,0.690028,0.463088
-2878.26,0.791302,0.905161,2,3,0,2880.42,0.682027,0.64493
-2879.19,0.914053,0.905161,2,3,0,2879.21,0.693026,0.330744
-2879.15,0.9984,0.905161,2,3,0,2879.37,0.675216,0.732599
-2880.85,0.731266,0.905161,2,7,0,2881.17,0.691961,0.0360069
-2882.76,0.772505,0.905161,1,1,0,2882.81,0.696807,0.0159139
-2878.35,0.976687,0.905161,2,3,0,2882.31,0.688064,0.546955
-2878.65,0.909392,0.905161,2,3,0,2878.94,0.682627,0.186808
-2878.17,0.996951,0.905161,1,3,0,2878.6,0.685157,0.468473
-2878.16,0.881416,0.905161,2,3,0,2878.68,0.682954,0.435667
-2878.16,0.68613,0.905161,1,3,0,2880.07,0.682954,0.435667
-2878.86,0.821783,0.905161,1,3,0,2879.07,0.688967,0.205399
-2879.77,0.869696,0.905161,2,7,0,2880.5,0.67497,0.125898
-2882.83,0.758383,0.905161,2,3,0,2883.29,0.703749,0.758813
-2880.3,1,0.905161,1,1,0,2882.42,0.696881,0.751091
-2879.35,0.695581,0.905161,2,3,0,2882.76,0.683339,0.0816608
-2878.2,1,0.905161,2,3,0,2879.06,0.683891,0.617654
-2878.18,0.986175,0.905161,2,3,0,2878.34,0.684787,0.422803
-2878.71,0.870536,0.905161,2,3,0,2878.85,0.679986,0.208109
-2879.23,0.891557,0.905161,2,3,0,2879.82,0.674994,0.746597
-2880.8,0.718818,0.905161,1,1,0,2880.83,0.671311,0.901877
-2878.22,0.977327,0.905161,1,3,0,2880.59,0.68099,0.513235
-2879.05,0.82353,0.905161,2,3,0,2879.36,0.681125,0.124338
