# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = binomial_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = binomial_2.data.R
# init = 2 (Default)
# random
#   seed = 1998702765
# output
#   file = binomial_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,thetaprior
# Adaptation terminated
# Step size = 0.783818
# Diagonal elements of inverse mass matrix:
# 0.000974895, 3.76695
-2881.01,0.928188,0.783818,1,1,0,2881.21,0.696387,0.0883207
-2880.22,1,0.783818,1,1,0,2881.04,0.695156,0.151146
-2878.48,0.992025,0.783818,2,3,0,2880.42,0.687358,0.288844
-2878.37,1,0.783818,2,7,0,2878.52,0.68321,0.723036
-2878.8,0.916782,0.783818,2,3,0,2879.35,0.690001,0.269746
-2879.41,0.941226,0.783818,3,11,0,2879.66,0.69027,0.127251
-2879.32,0.993,0.783818,2,3,0,2879.91,0.679566,0.897205
-2879.96,0.99629,0.783818,2,3,0,2880.39,0.676939,0.0713937
-2879.02,1,0.783818,1,1,0,2879.84,0.678781,0.1607
-2878.43,0.921118,0.783818,1,3,0,2880.23,0.686709,0.710849
-2878.25,0.792756,0.783818,4,15,0,2881.29,0.681688,0.372089
-2878.63,0.904091,0.783818,1,3,0,2878.91,0.686478,0.212154
-2878.26,0.99604,0.783818,3,15,0,2878.74,0.680852,0.587257
-2878.17,0.982833,0.783818,3,11,0,2878.37,0.682054,0.511394
-2879.94,0.578513,0.783818,2,3,0,2881.33,0.691775,0.0918422
-2879.93,0.94431,0.783818,2,3,0,2881.32,0.696383,0.614787
-2879.23,1,0.783818,2,3,0,2879.9,0.693656,0.416985
-2879.79,0.944959,0.783818,3,11,0,2879.88,0.673718,0.834342
-2879.12,1,0.783818,1,1,0,2879.73,0.676173,0.779309
-2879.12,0.610616,0.783818,3,7,0,2881.58,0.69114,0.215435
-2878.31,0.909903,0.783818,2,3,0,2880.56,0.679869,0.547496
-2878.26,0.968559,0.783818,2,3,0,2878.53,0.686663,0.419371
-2879.37,0.749229,0.783818,2,3,0,2879.58,0.687547,0.0949398
-2881.2,0.956416,0.783818,3,7,0,2881.36,0.691448,0.0227609
-2879.41,1,0.783818,2,3,0,2881.39,0.692019,0.178712
-2878.9,1,0.783818,2,3,0,2879.81,0.691318,0.679824
-2878.75,0.999942,0.783818,3,15,0,2878.89,0.676127,0.520751
-2878.76,0.766093,0.783818,1,3,0,2881.39,0.690038,0.291054
-2880.62,0.709365,0.783818,2,3,0,2881.47,0.696638,0.849864
-2879.34,1,0.783818,2,3,0,2881.14,0.691978,0.194071
-2879.34,0.908236,0.783818,1,1,0,2879.97,0.691978,0.194071
-2879.14,0.970261,0.783818,2,3,0,2880.3,0.683173,0.102499
-2878.54,1,0.783818,1,1,0,2879.05,0.683029,0.214259
-2878.68,0.978677,0.783818,2,3,0,2878.93,0.68736,0.785775
-2878.29,1,0.783818,2,3,0,2878.62,0.687176,0.563654
-2878.25,0.798149,0.783818,3,7,0,2879.54,0.686934,0.512728
-2878.3,0.842173,0.783818,2,3,0,2879.07,0.680801,0.375587
