# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = binomial_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = binomial_4.data.R
# init = 2 (Default)
# random
#   seed = 3673376473
# output
#   file = binomial_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,thetaprior
# Adaptation terminated
# Step size = 0.830876
# Diagonal elements of inverse mass matrix:
# 0.0331171, 2.98873
-90.1803,0.889608,0.830876,1,3,0,90.3959,0.681564,0.184562
-91.6649,0.718144,0.830876,2,3,0,93.6203,0.604738,0.0669723
-93.4596,0.959986,0.830876,2,3,0,94.9837,0.699263,0.00836012
-90.9218,1,0.830876,3,15,0,93.435,0.606513,0.853996
-90.4993,1,0.830876,2,3,0,91.5572,0.625575,0.141057
-92.0866,0.745942,0.830876,2,3,0,93.813,0.703108,0.038019
-89.8822,1,0.830876,2,3,0,92.2007,0.685707,0.319731
-90.1006,0.972046,0.830876,2,3,0,90.2585,0.622212,0.739554
-90.1238,0.993668,0.830876,2,7,0,90.5399,0.635359,0.186118
-90.0584,1,0.830876,2,3,0,90.2191,0.631186,0.219637
-90.1354,0.864561,0.830876,3,15,0,91.5085,0.700477,0.391597
-90.819,0.888762,0.830876,1,1,0,90.8229,0.717578,0.31959
-91.1684,0.979584,0.830876,2,3,0,91.312,0.722312,0.250558
-90.684,0.97293,0.830876,2,3,0,92.1477,0.656219,0.0820332
-90.8786,0.963609,0.830876,4,27,0,91.6867,0.620541,0.101988
-90.6782,0.713908,0.830876,2,3,0,94.6606,0.635596,0.904046
-90.7298,0.950564,0.830876,2,3,0,91.3876,0.70509,0.185447
-89.87,0.995735,0.830876,2,7,0,90.7077,0.624914,0.640966
-92.4233,0.742119,0.830876,2,3,0,92.6615,0.749291,0.59627
-91.1169,1,0.830876,2,3,0,92.5622,0.718358,0.788592
-89.5721,0.827047,0.830876,2,3,0,93.2705,0.650558,0.635241
-90.593,0.883664,0.830876,2,3,0,90.6474,0.715229,0.456152
-89.4897,0.937711,0.830876,1,3,0,91.2574,0.652567,0.497033
-90.7044,0.817561,0.830876,2,3,0,90.7828,0.628308,0.89488
-91.8931,0.949857,0.830876,2,3,0,92.415,0.669234,0.975876
-89.9384,0.8459,0.830876,2,3,0,93.8197,0.691874,0.629938
-91.8136,0.7628,0.830876,2,3,0,92.3995,0.730755,0.180194
-90.5849,0.993176,0.830876,2,7,0,92.0615,0.621767,0.86089
-90.7247,0.981236,0.830876,3,11,0,91.6099,0.67681,0.0897573
-89.9032,1,0.830876,2,3,0,90.9503,0.629619,0.288192
-90.3976,0.948091,0.830876,2,3,0,90.58,0.662247,0.885841
-90.4649,0.994688,0.830876,2,7,0,90.8617,0.631334,0.131083
-90.4882,0.994623,0.830876,2,7,0,90.7279,0.648038,0.104762
-91.0675,0.954801,0.830876,2,3,0,91.6569,0.656958,0.054251
-92.6474,1,0.830876,2,3,0,93.5527,0.611423,0.98022
-92.462,0.996457,0.830876,3,15,0,92.9675,0.692415,0.0192924
-92.1562,0.976018,0.830876,2,7,0,93.6124,0.632063,0.0212137
-89.7061,1,0.830876,2,3,0,92.262,0.683469,0.475202
-89.5724,0.9606,0.830876,1,3,0,90.1074,0.644241,0.400833
-89.9759,0.576174,0.830876,4,23,0,92.7419,0.688547,0.702046
-89.75,1,0.830876,2,3,0,90.0316,0.639439,0.299901
-90.0603,0.977539,0.830876,2,7,0,90.1656,0.69593,0.650539
-90.022,0.934684,0.830876,3,11,0,90.944,0.693474,0.33405
-90.9542,0.879994,0.830876,2,3,0,91.4271,0.709732,0.83025
-90.361,1,0.830876,2,3,0,91.232,0.646406,0.122541
-92.1256,0.864198,0.830876,2,7,0,92.7038,0.720702,0.0724096
-89.9816,1,0.830876,2,3,0,92.137,0.696068,0.443306
-89.9816,0.439965,0.830876,1,3,0,94.2094,0.696068,0.443306
-90.454,0.758714,0.830876,3,11,0,91.8583,0.60445,0.303916
-91.4192,0.895427,0.830876,2,7,0,91.8776,0.729149,0.719088
-91.6813,0.954156,0.830876,2,7,0,93.0657,0.598048,0.91712
-90.0507,0.954274,0.830876,2,3,0,92.1555,0.612974,0.49554
-90.504,0.861119,0.830876,2,3,0,91.2132,0.708713,0.308657
-91.4866,0.774382,0.830876,2,3,0,92.2564,0.610107,0.931152
-90.2123,1,0.830876,2,3,0,91.3961,0.618477,0.751971
-90.5513,0.981243,0.830876,2,3,0,90.5909,0.706419,0.251954
-91.4547,0.866491,0.830876,3,11,0,92.2265,0.6769,0.958891
-90.225,0.985101,0.830876,2,3,0,91.7681,0.61489,0.723102
-90.074,1,0.830876,2,3,0,90.5189,0.695831,0.337751
-89.6447,1,0.830876,2,3,0,90.1482,0.675861,0.610328
-89.6727,0.996581,0.830876,3,11,0,89.7412,0.681244,0.465344
-90.0399,0.933762,0.830876,2,3,0,90.1553,0.688269,0.734312
-91.0863,0.903495,0.830876,2,3,0,91.5052,0.717843,0.2141
-89.643,1,0.830876,2,7,0,90.8744,0.634738,0.555113
-90.8449,0.677718,0.830876,3,7,0,92.5718,0.709927,0.197188
-90.4953,1,0.830876,1,1,0,90.8876,0.700915,0.214218
-90.3972,0.927987,0.830876,3,11,0,91.7667,0.601531,0.570498
-89.8693,1,0.830876,2,3,0,90.463,0.630513,0.701895
-89.6542,0.795832,0.830876,2,3,0,91.9659,0.641098,0.349346
-90.1774,0.778792,0.830876,1,3,0,91.0107,0.664625,0.850375
-89.8288,0.994632,0.830876,2,3,0,90.2204,0.636841,0.275846
-89.5712,1,0.830876,2,3,0,89.7938,0.652871,0.640537
-89.4844,1,0.830876,2,3,0,89.5689,0.658231,0.498537
-89.7238,0.942479,0.830876,1,3,0,89.8354,0.637345,0.328451
-89.6534,0.90891,0.830876,3,11,0,90.6321,0.647309,0.68167
-90.1847,0.900472,0.830876,2,3,0,90.5411,0.608267,0.454204
-90.459,0.95043,0.830876,1,1,0,90.5296,0.599035,0.516693
-90.7655,0.983579,0.830876,3,11,0,90.8012,0.718363,0.385808
-90.5576,1,0.830876,2,3,0,90.9311,0.713676,0.589077
-91.3542,0.878373,0.830876,1,1,0,91.3771,0.730543,0.636648
-91.7424,0.967003,0.830876,2,3,0,92.2081,0.724864,0.862166
-94.1615,0.81116,0.830876,2,7,0,95.6332,0.709206,0.994369
-90.1414,0.959689,0.830876,3,7,0,93.7911,0.610285,0.571228
-90.3257,0.980886,0.830876,3,11,0,90.5377,0.702241,0.706608
-90.5397,0.862558,0.830876,3,11,0,91.8462,0.622838,0.143087
-90.1284,0.998075,0.830876,3,11,0,90.9099,0.696384,0.687576
-89.5776,0.930499,0.830876,1,3,0,90.8174,0.640438,0.555021
-89.695,0.990542,0.830876,2,3,0,89.7187,0.630847,0.452946
-89.642,1,0.830876,1,1,0,89.7045,0.635332,0.431465
-89.501,0.991336,0.830876,2,3,0,89.7397,0.659926,0.440155
-89.7176,0.958437,0.830876,2,3,0,89.8138,0.650473,0.277287
-89.985,0.973101,0.830876,2,3,0,90.2042,0.616157,0.555477
-89.9568,1,0.830876,1,1,0,90.0598,0.616901,0.519851
-89.6379,0.987492,0.830876,2,3,0,90.1203,0.638404,0.388182
-95.3418,0.346883,0.830876,3,7,0,95.8766,0.644474,0.000748989
-91.6771,0.928555,0.830876,2,3,0,96.7799,0.697933,0.050042
-94.4901,0.837239,0.830876,3,7,0,94.5228,0.568092,0.983801
-93.625,1,0.830876,3,7,0,94.3954,0.565644,0.955184
-91.4914,1,0.830876,3,7,0,95.843,0.720904,0.150368
-89.8186,1,0.830876,2,3,0,91.5022,0.633083,0.3048
-89.6663,0.926595,0.830876,2,3,0,90.6452,0.650847,0.698333
-89.6847,0.97668,0.830876,2,3,0,89.9701,0.6431,0.682726
-90.3521,0.806096,0.830876,3,11,0,91.2444,0.680833,0.146935
-89.9338,0.971831,0.830876,2,3,0,90.8077,0.690747,0.353163
-89.6228,0.994077,0.830876,2,3,0,90.1102,0.644142,0.646479
-91.215,0.736924,0.830876,2,3,0,91.3563,0.683645,0.941229
-90.9774,0.980488,0.830876,3,11,0,91.6825,0.647115,0.938405
-91.467,0.890155,0.830876,2,3,0,92.3344,0.709692,0.0929091
-89.6709,0.99718,0.830876,2,3,0,91.4568,0.671523,0.330959
-90.3942,0.758476,0.830876,2,7,0,91.5509,0.633062,0.861668
-90.6557,0.975627,0.830876,2,7,0,91.4431,0.709448,0.748822
-89.9501,0.634991,0.830876,3,7,0,95.1944,0.692045,0.636706
-90.5603,0.965226,0.830876,2,3,0,90.5612,0.708327,0.725687
-90.5027,0.97775,0.830876,2,3,0,91.1257,0.629112,0.130636
-90.1526,1,0.830876,2,3,0,90.7342,0.613528,0.334541
-90.2051,0.923692,0.830876,4,19,0,91.068,0.641486,0.845616
-89.8362,1,0.830876,1,1,0,90.1515,0.647465,0.763477
-89.8845,0.978543,0.830876,2,3,0,90.2627,0.648052,0.219833
-90.4243,0.675863,0.830876,3,7,0,92.7072,0.656611,0.890365
-89.5943,0.940499,0.830876,2,3,0,91.2172,0.675042,0.452683
-90.1131,0.754097,0.830876,3,11,0,91.2551,0.650123,0.161085
-91.4136,0.878844,0.830876,2,3,0,91.7299,0.727618,0.748359
-90.0452,1,0.830876,2,3,0,91.7675,0.647827,0.822148
-90.2556,0.840144,0.830876,2,3,0,92.1286,0.687364,0.80908
-91.2941,0.949693,0.830876,2,3,0,91.712,0.695568,0.070573
-90.9751,0.986422,0.830876,5,39,0,92.4651,0.624973,0.916971
-89.6931,0.99218,0.830876,2,7,0,90.9774,0.659165,0.716538
-90.4368,0.93257,0.830876,2,7,0,90.4549,0.622111,0.165199
-89.7877,1,0.830876,2,3,0,90.3966,0.653433,0.754608
-89.6536,0.989947,0.830876,2,3,0,89.9729,0.633621,0.544275
-90.1833,0.811123,0.830876,1,3,0,91.3489,0.699358,0.672915
-90.6805,0.617987,0.830876,1,3,0,93.2842,0.630576,0.103609
-89.6453,1,0.830876,2,3,0,90.7353,0.634349,0.451592
-89.5464,0.993303,0.830876,2,3,0,89.7215,0.642725,0.478181
-90.8351,0.696003,0.830876,2,3,0,91.4251,0.62862,0.909739
-89.5947,0.934223,0.830876,2,3,0,91.3183,0.672648,0.592211
-90.5823,0.687319,0.830876,1,3,0,91.5512,0.650231,0.0931705
-91.031,0.977585,0.830876,2,3,0,91.1729,0.651916,0.943145
-90.927,0.993359,0.830876,2,3,0,91.3956,0.627532,0.916781
-90.5683,1,0.830876,2,3,0,91.1246,0.666322,0.0960657
-89.8798,0.984975,0.830876,2,3,0,91.086,0.63416,0.731529
-89.9784,0.859826,0.830876,1,3,0,91.3243,0.692136,0.342897
-91.6848,0.609513,0.830876,3,15,0,93.1973,0.653439,0.0285954
-90.4796,0.989521,0.830876,2,3,0,92.1853,0.6798,0.875939
-89.9069,0.989059,0.830876,2,3,0,90.9421,0.635702,0.750329
