# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = binomial_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = binomial_2.data.R
# init = 2 (Default)
# random
#   seed = 2941443050
# output
#   file = binomial_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,thetaprior
# Adaptation terminated
# Step size = 0.861335
# Diagonal elements of inverse mass matrix:
# 0.125526, 3.72049
-27.3231,0.378979,0.861335,3,7,0,32.8132,0.535208,0.228556
-26.5114,0.981935,0.861335,2,3,0,27.4738,0.74438,0.555134
-27.2056,0.883917,0.861335,1,1,0,27.2153,0.774394,0.630794
-26.2774,0.88212,0.861335,2,3,0,28.5174,0.645212,0.194942
-25.8698,0.992894,0.861335,1,3,0,26.3541,0.663038,0.6293
-27.4759,0.745425,0.861335,2,3,0,27.766,0.784919,0.61829
-26.638,0.979613,0.861335,2,7,0,27.8049,0.588984,0.196586
-26.4041,1,0.861335,2,3,0,26.6455,0.71358,0.764224
-26.2629,0.985945,0.861335,2,3,0,26.623,0.584773,0.404367
-27.4331,0.621638,0.861335,2,7,0,27.8976,0.661863,0.94854
-26.8519,0.919645,0.861335,1,3,0,29.6889,0.693695,0.109527
-28.2184,0.896521,0.861335,2,3,0,28.6384,0.78051,0.888171
-26.0287,0.966512,0.861335,2,3,0,28.1096,0.617333,0.651301
-26.0562,0.985,0.861335,2,3,0,26.1745,0.663536,0.262723
-26.0317,0.971477,0.861335,2,3,0,26.39,0.60689,0.574737
-25.8933,1,0.861335,2,3,0,26.0163,0.629988,0.58702
-26.0787,0.917196,0.861335,2,7,0,26.5319,0.713715,0.487
-28.6093,0.682961,0.861335,1,3,0,29.1328,0.819155,0.533329
-28.2484,0.57367,0.861335,2,3,0,31.904,0.711493,0.028722
-30.1986,0.735562,0.861335,2,3,0,32.7129,0.490567,0.0273769
-26.2904,0.977019,0.861335,2,7,0,30.2738,0.59468,0.698112
-26.2891,1,0.861335,2,3,0,26.4336,0.579944,0.540195
-26.2491,1,0.861335,2,3,0,26.3301,0.724641,0.395114
-25.977,0.998981,0.861335,2,3,0,26.3552,0.663454,0.700912
-26.5654,0.761643,0.861335,2,3,0,28.1283,0.743706,0.363249
-26.2368,0.623152,0.861335,2,3,0,29.7719,0.652079,0.202864
-28.1069,0.674702,0.861335,1,3,0,28.4802,0.733444,0.0439991
-26.096,1,0.861335,2,3,0,28.3504,0.703874,0.661497
-25.8132,1,0.861335,2,3,0,26.077,0.665445,0.550023
-26.827,0.70985,0.861335,1,3,0,27.1887,0.608285,0.124659
-26.7118,0.997391,0.861335,2,3,0,26.9162,0.698444,0.866178
-26.1845,1,0.861335,2,3,0,26.9534,0.715943,0.359089
-27.0406,0.796755,0.861335,2,3,0,27.2424,0.697109,0.0909029
-25.9883,0.967163,0.861335,1,3,0,26.9501,0.646587,0.297437
-26.0352,0.918697,0.861335,2,3,0,26.51,0.663537,0.271554
-26.6899,0.877274,0.861335,1,3,0,26.6971,0.653721,0.116136
-26.5578,0.931532,0.861335,2,3,0,27.4479,0.746494,0.427048
-26.203,0.68191,0.861335,2,3,0,28.3941,0.613242,0.731981
-26.2622,0.99556,0.861335,2,3,0,26.3556,0.607646,0.738882
-26.0698,1,0.861335,2,3,0,26.2724,0.700346,0.337035
-26.3005,0.95281,0.861335,2,3,0,26.6803,0.731659,0.520636
-26.3005,0.312078,0.861335,2,3,0,31.0281,0.731659,0.520636
-26.3005,0.138282,0.861335,2,3,0,33.6772,0.731659,0.520636
-25.8262,0.962638,0.861335,1,3,0,26.6326,0.643292,0.550147
-26.5765,0.788026,0.861335,2,3,0,26.7423,0.683576,0.858384
-26.951,0.951308,0.861335,1,1,0,27.0691,0.663314,0.913342
-26.495,1,0.861335,1,3,0,28.098,0.714803,0.211302
-25.8091,0.987989,0.861335,2,3,0,26.491,0.646907,0.48699
-25.8091,0.815382,0.861335,1,3,0,26.4448,0.646907,0.48699
-27.2519,0.71879,0.861335,2,3,0,27.4394,0.661464,0.937612
-30.0407,0.824553,0.861335,3,7,0,30.1512,0.670103,0.00365263
-29.385,0.68893,0.861335,3,7,0,31.0406,0.669,0.00704531
-27.2224,0.996044,0.861335,2,3,0,29.7911,0.611681,0.0776223
-26.0945,0.942936,0.861335,2,3,0,28.106,0.680983,0.735217
-26.3965,0.932029,0.861335,1,1,0,26.4293,0.693416,0.810622
-25.8807,0.97998,0.861335,2,3,0,26.605,0.645454,0.629517
-26.0856,0.973199,0.861335,2,3,0,26.173,0.599071,0.54544
-25.9976,1,0.861335,2,3,0,26.131,0.615962,0.38343
-26.6345,0.787709,0.861335,2,3,0,27.3042,0.683878,0.867601
-26.0413,0.916693,0.861335,2,3,0,27.5635,0.653901,0.26834
-26.003,1,0.861335,1,1,0,26.0897,0.66096,0.28526
-26.7225,0.851633,0.861335,1,3,0,26.7239,0.661458,0.111822
-26.9511,0.971422,0.861335,1,1,0,27.0873,0.668421,0.0873112
-27.4426,0.917946,0.861335,2,7,0,28.0962,0.768153,0.803686
-28.531,0.749417,0.861335,2,3,0,29.3024,0.592377,0.0235044
-26.0501,0.995426,0.861335,2,3,0,28.0732,0.61868,0.672112
-26.2406,0.981018,0.861335,2,3,0,26.3127,0.634748,0.786485
-26.0947,0.802977,0.861335,2,3,0,28.0403,0.647282,0.250284
-26.2367,0.945311,0.861335,2,3,0,26.7322,0.724952,0.416064
-26.0314,0.917653,0.861335,1,3,0,27.0927,0.610632,0.612109
-26.1303,0.984217,0.861335,1,1,0,26.1688,0.594765,0.55351
-25.9179,0.963606,0.861335,2,3,0,26.4467,0.673894,0.652488
-25.9179,0.572103,0.861335,1,3,0,27.6555,0.673894,0.652488
-28.4984,0.648037,0.861335,2,3,0,28.7332,0.580785,0.972237
-27.2162,0.978294,0.861335,2,7,0,28.7528,0.726844,0.104389
-27.2162,0.972267,0.861335,1,1,0,27.6972,0.726844,0.104389
-26.1123,1,0.861335,2,3,0,26.9933,0.619635,0.710084
-28.176,0.614169,0.861335,2,7,0,28.5159,0.612611,0.971804
-27.8757,1,0.861335,1,1,0,28.3598,0.624437,0.964405
-27.7826,1,0.861335,2,7,0,27.8273,0.685821,0.0382427
-26.8505,0.620395,0.861335,3,7,0,34.391,0.573816,0.188662
-27.0405,0.999031,0.861335,2,3,0,27.3307,0.726566,0.872774
-27.4951,0.954899,0.861335,1,1,0,27.6804,0.712314,0.936186
-27.0815,0.960813,0.861335,2,3,0,28.3505,0.652083,0.0751348
-29.3047,0.818379,0.861335,2,3,0,29.6698,0.804865,0.922224
-27.7864,1,0.861335,2,3,0,30.3112,0.520096,0.816589
-26.0633,1,0.861335,2,3,0,27.6102,0.654572,0.259157
-26.5265,0.900362,0.861335,1,1,0,26.5496,0.635699,0.147471
-27.5968,0.699695,0.861335,1,3,0,29.7691,0.768081,0.83912
-25.8052,1,0.861335,2,3,0,27.4175,0.652287,0.53235
-25.8009,1,0.861335,2,3,0,25.8043,0.652437,0.50206
-25.8009,0.682313,0.861335,1,3,0,27.2855,0.652437,0.50206
-25.911,0.892303,0.861335,2,3,0,26.2872,0.678092,0.363467
-26.1185,0.978885,0.861335,2,3,0,26.203,0.710625,0.631387
-26.2307,0.917707,0.861335,2,3,0,26.8364,0.715204,0.678884
-26.1486,0.855739,0.861335,2,3,0,27.6697,0.670324,0.232525
-25.872,1,0.861335,1,1,0,26.0682,0.670015,0.37823
-25.8707,1,0.861335,2,3,0,25.902,0.682608,0.430482
-28.4629,0.700757,0.861335,2,3,0,28.7714,0.521851,0.0797742
-27.4526,0.998035,0.861335,3,15,0,28.8049,0.516997,0.336653
-25.8946,1,0.861335,2,3,0,27.1857,0.68999,0.539929
-26.0144,0.971518,0.861335,1,1,0,26.0173,0.701383,0.609144
-26.4588,0.860874,0.861335,2,3,0,26.9806,0.665605,0.846698
-27.5828,0.707156,0.861335,2,7,0,29.3515,0.743322,0.091434
-28.0175,0.995443,0.861335,2,3,0,28.3772,0.53637,0.904776
-28.3635,1,0.861335,2,7,0,29.9621,0.588333,0.0291786
-25.8831,0.993464,0.861335,2,3,0,28.0448,0.632615,0.411298
-27.8318,0.716107,0.861335,2,3,0,28.5526,0.509258,0.237788
-26.9921,0.996847,0.861335,2,3,0,28.8468,0.699493,0.0978324
-27.7221,0.876426,0.861335,3,11,0,28.9215,0.703337,0.95404
-27.7488,1,0.861335,2,7,0,27.7601,0.60384,0.0472638
-26.3021,1,0.861335,2,3,0,27.4567,0.685601,0.797538
-26.5773,0.849116,0.861335,2,3,0,27.9998,0.714632,0.188885
-27.9363,0.910368,0.861335,2,7,0,27.9922,0.549403,0.919185
-27.7972,0.99379,0.861335,2,3,0,27.9734,0.746292,0.0764334
-27.7415,1,0.861335,2,3,0,28.4778,0.783629,0.225139
-27.7227,1,0.861335,2,3,0,28.263,0.507754,0.702107
-27.5222,1,0.861335,2,3,0,28.3306,0.56126,0.895963
-26.7491,1,0.861335,2,3,0,27.6903,0.645439,0.109963
-27.4112,0.957166,0.861335,2,3,0,27.8079,0.562647,0.11534
-26.2567,1,0.861335,2,3,0,27.3158,0.725072,0.607284
-26.0449,0.864053,0.861335,2,3,0,27.131,0.620501,0.324055
-26.1348,0.905752,0.861335,2,7,0,26.8421,0.718736,0.477985
-25.8189,0.97824,0.861335,1,3,0,26.3256,0.649232,0.440538
-25.8189,0.672545,0.861335,1,3,0,26.788,0.649232,0.440538
-26.2051,0.904011,0.861335,2,3,0,26.2859,0.685955,0.2321
-26.0336,1,0.861335,2,3,0,26.2578,0.707203,0.431834
-26.543,0.806563,0.861335,1,3,0,27.4428,0.585573,0.236132
-26.126,1,0.861335,2,3,0,26.7477,0.717751,0.467074
-27.5724,0.6144,0.861335,2,3,0,27.9303,0.630139,0.952558
-28.5608,0.955284,0.861335,2,7,0,28.9409,0.732108,0.0269266
-26.7188,1,0.861335,2,3,0,28.3805,0.560103,0.695456
-27.1104,0.767322,0.861335,2,3,0,28.9136,0.767412,0.683965
-26.4224,0.970382,0.861335,2,3,0,27.6725,0.678871,0.832991
-25.9865,0.994957,0.861335,2,3,0,26.4842,0.70346,0.467969
-26.0371,0.901643,0.861335,2,3,0,26.3919,0.660539,0.269801
-26.0371,0.807501,0.861335,1,3,0,26.8903,0.660539,0.269801
-26.0371,0.864539,0.861335,1,3,0,26.748,0.660539,0.269801
-27.3921,0.695305,0.861335,1,3,0,27.4667,0.671654,0.0545999
-26.5179,1,0.861335,1,3,0,28.9743,0.634787,0.850377
-27.0665,0.989063,0.861335,2,3,0,27.2148,0.603206,0.0994712
-26.7705,0.983128,0.861335,2,3,0,27.4088,0.74218,0.757688
-25.9403,0.901328,0.861335,2,3,0,28.0753,0.663099,0.319472
-26.9659,0.822803,0.861335,2,3,0,27.4209,0.550996,0.256983
-26.9361,0.941405,0.861335,2,3,0,27.9668,0.620626,0.900274
-27.6191,0.940787,0.861335,2,3,0,28.1518,0.562725,0.0910844
-27.3432,1,0.861335,1,1,0,27.824,0.576828,0.0999684
-27.8107,0.907425,0.861335,1,1,0,28.0469,0.548241,0.0948848
-26.3794,1,0.861335,2,3,0,27.8777,0.73574,0.428917
-26.2712,0.877356,0.861335,1,3,0,27.7781,0.599149,0.710297
-26.1111,0.995524,0.861335,2,3,0,26.3959,0.71311,0.401832
-26.001,0.986078,0.861335,2,3,0,26.328,0.6617,0.286424
-26.138,0.965651,0.861335,2,3,0,26.4548,0.68608,0.743478
-26.9161,0.804583,0.861335,2,3,0,28.0689,0.538652,0.461894
-27.2733,0.59172,0.861335,1,3,0,30.4911,0.745121,0.134997
-26.3238,0.820478,0.861335,2,3,0,29.6752,0.675069,0.81368
-25.8872,0.986625,0.861335,2,3,0,26.457,0.626464,0.543682
-28.4034,0.396004,0.861335,2,3,0,29.6861,0.689017,0.979477
-27.1653,0.996459,0.861335,2,7,0,28.7214,0.578003,0.120423
-30.5417,0.673635,0.861335,2,3,0,31.0675,0.539961,0.00650638
-27.3085,0.841078,0.861335,2,3,0,31.3511,0.533593,0.24398
-25.8852,0.961975,0.861335,1,3,0,27.6774,0.66948,0.36524
-26.1654,0.921415,0.861335,1,1,0,26.1674,0.673084,0.229168
-26.7984,0.881454,0.861335,1,1,0,26.8133,0.666423,0.103177
-27.1831,0.977887,0.861335,2,3,0,27.3718,0.711297,0.911339
-26.1106,0.949019,0.861335,2,3,0,28.0477,0.634089,0.258595
-26.2414,0.928887,0.861335,1,3,0,26.9746,0.724758,0.5938
-25.903,0.983218,0.861335,2,3,0,26.3657,0.632981,0.614054
-26.2006,0.962596,0.861335,2,3,0,26.2023,0.621557,0.752405
-26.4539,0.982933,0.861335,2,7,0,26.5799,0.731713,0.310916
-26.9708,0.915337,0.861335,1,1,0,27.0233,0.760408,0.306411
-28.5645,0.587612,0.861335,2,3,0,29.6072,0.661637,0.016
-26.5055,0.917637,0.861335,2,3,0,28.6648,0.693621,0.16511
-26.2609,0.988938,0.861335,2,3,0,27.0615,0.645871,0.801128
-25.8736,0.996539,0.861335,2,3,0,26.2872,0.632629,0.425306
-26.1858,0.923946,0.861335,2,3,0,26.2429,0.706423,0.7019
-26.1858,0.446496,0.861335,1,3,0,29.4752,0.706423,0.7019
-26.7904,0.928748,0.861335,2,3,0,27.0946,0.738025,0.214053
-26.4936,0.930322,0.861335,2,3,0,27.8088,0.727087,0.261651
-26.0972,1,0.861335,2,3,0,26.6313,0.606127,0.640139
-26.7732,0.809156,0.861335,2,3,0,27.2438,0.590334,0.162348
-26.008,1,0.861335,2,3,0,26.9751,0.678423,0.300507
-26.008,0.818237,0.861335,2,3,0,27.5105,0.678423,0.300507
-26.9716,0.877229,0.861335,2,3,0,27.2704,0.76736,0.544304
-26.7083,0.894306,0.861335,2,3,0,28.0011,0.716287,0.163571
-25.8553,0.997773,0.861335,1,3,0,26.536,0.678355,0.428165
-25.8888,0.988953,0.861335,1,1,0,25.8992,0.678512,0.385541
-26.3747,0.900818,0.861335,2,3,0,26.605,0.57898,0.361168
-26.4736,0.971154,0.861335,2,3,0,26.7633,0.61751,0.176543
-26.5207,0.87425,0.861335,1,3,0,28.0287,0.740501,0.644027
-26.0961,1,0.861335,2,3,0,26.4563,0.714802,0.459315
-27.4283,0.706129,0.861335,2,3,0,27.8786,0.686979,0.944157
-25.9106,0.916154,0.861335,1,3,0,27.2034,0.669732,0.654474
-25.8632,0.8579,0.861335,2,3,0,26.5756,0.635735,0.422653
-25.8065,0.91537,0.861335,2,3,0,26.4444,0.654508,0.457499
-25.8359,0.992213,0.861335,1,3,0,25.8463,0.668051,0.415852
-26.1849,0.877913,0.861335,2,3,0,26.5009,0.674828,0.224456
-26.407,0.789144,0.861335,2,3,0,28.6398,0.592386,0.740889
-26.6514,0.964133,0.861335,2,3,0,27.0267,0.639907,0.125076
-26.0642,1,0.861335,1,3,0,27.0191,0.635856,0.724736
-27.1652,0.799698,0.861335,1,3,0,27.1934,0.59183,0.899426
-28.6363,0.903082,0.861335,2,7,0,28.9801,0.683976,0.0157734
-29.7888,0.986094,0.861335,1,1,0,29.8121,0.679965,0.00484483
-28.9771,0.956605,0.861335,2,3,0,30.5496,0.743755,0.0212057
-29.3769,0.937125,0.861335,1,1,0,29.7238,0.763728,0.021047
-27.4748,0.96893,0.861335,2,3,0,29.5774,0.77057,0.203087
-26.1503,0.960756,0.861335,2,3,0,27.8983,0.71777,0.416313
-26.4369,0.908695,0.861335,2,3,0,26.9904,0.569033,0.44357
-26.1604,0.785384,0.861335,2,3,0,27.6702,0.718116,0.592269
-27.2783,0.708746,0.861335,2,3,0,27.6879,0.729523,0.101373
-26.4403,0.968242,0.861335,2,3,0,28.2056,0.57155,0.610842
-26.8421,0.921834,0.861335,1,1,0,26.9163,0.542489,0.513564
-25.9115,1,0.861335,2,3,0,26.7508,0.686407,0.602013
-26.148,0.909291,0.861335,2,3,0,26.809,0.596965,0.388738
-26.0981,0.948638,0.861335,2,3,0,26.5955,0.673713,0.253543
-25.8957,0.969478,0.861335,2,3,0,26.4687,0.666932,0.647013
-26.0594,0.957161,0.861335,2,3,0,26.1569,0.644577,0.266392
-26.1996,0.896839,0.861335,2,3,0,26.9058,0.684599,0.768256
-26.4193,0.979068,0.861335,2,3,0,26.4968,0.680075,0.168616
-26.1219,0.970095,0.861335,2,3,0,26.7622,0.700802,0.692782
-26.4431,0.832782,0.861335,2,3,0,26.9046,0.688939,0.172414
-25.7994,0.998543,0.861335,1,3,0,26.371,0.655298,0.51136
-26.1212,0.829491,0.861335,2,3,0,26.9446,0.712213,0.619146
-27.318,0.783775,0.861335,2,3,0,28.0682,0.751111,0.854213
-25.8117,0.985597,0.861335,1,3,0,27.3049,0.670219,0.509413
-26.5758,0.840066,0.861335,2,3,0,26.7602,0.733433,0.264282
-26.4507,0.807104,0.861335,2,7,0,27.9123,0.56713,0.493999
-28.4383,0.767588,0.861335,2,7,0,28.6779,0.814106,0.595157
-28.2883,0.997827,0.861335,2,7,0,28.5011,0.478425,0.452827
-26.3841,1,0.861335,2,7,0,28.04,0.736892,0.456983
-26.1676,0.919834,0.861335,2,3,0,27.1886,0.635994,0.235055
-27.9703,0.787256,0.861335,2,3,0,28.1606,0.799694,0.64906
-29.1727,0.879878,0.861335,2,3,0,30.5317,0.485384,0.906293
-27.5937,1,0.861335,1,1,0,28.9608,0.534515,0.837213
-27.9019,0.927447,0.861335,2,3,0,29.5218,0.579695,0.0524075
-29.257,0.941736,0.861335,2,3,0,29.3334,0.533093,0.0272754
-29.115,1,0.861335,2,7,0,32.2645,0.781273,0.0432415
-28.6085,1,0.861335,1,1,0,29.3696,0.767305,0.0507774
-27.5742,1,0.861335,1,1,0,28.5645,0.742462,0.0908325
